# BEADS_RUST conformance cases: name<TAB>argv (JSON string array)
# Every case runs in the ws-run sandbox (scripts/ws-run.sh --help): a fresh workspace at /mnt/proj, a pinned
# instant, a cleared environment. Leading pseudo-arguments select the inputs:
#   @fx=<name>    goldens/fixtures/<name>.jsonl becomes .beads/issues.jsonl (default: empty; `none` = no .beads at all)
#   @time=<UTC>   the pinned instant (default 2026-01-02 03:04:05)
#   @scn=<name>   a multi-step scenario, goldens/scenarios/<name>.scn
# When a run changes the store, `--- .beads/issues.jsonl ---` (and last-touched) follow the command's stdout.
# Capture:  scripts/golden-capture.sh goldens/cases.tsv goldens --timeout 60 -- scripts/ws-run.sh --oracle br --no-db ::
# Floor:    scripts/floor.sh goldens/cases.tsv goldens --repeat 3 -- scripts/ws-run.sh --oracle br --no-db ::
# Check:    LANE_WRAP=scripts/ws-run.sh scripts/lanes.sh goldens/cases.tsv goldens "$PWD/port/main.bend"
usage_none	[]
r21_cl_suggest_transition	["@fx=graph", "close", "proj-tip", "--suggest-next", "--transition-comment", "bye", "--json"]
r21_df_month_end_plus1d	["@time=2026-01-31 23:59:59", "@fx=basic", "defer", "proj-mta", "--until", "+1d", "--json"]
r21_df_leap_tomorrow	["@time=2028-02-28 12:00:00", "@fx=basic", "defer", "proj-mta", "--until", "tomorrow", "--json"]
r21_df_leap_day_date	["@fx=basic", "defer", "proj-mta", "--until", "2028-02-29", "--json"]
r21_df_nonleap_feb29	["@fx=basic", "defer", "proj-mta", "--until", "2027-02-29"]
r21_df_year_end_plus1h	["@time=2026-12-31 23:30:00", "@fx=basic", "defer", "proj-mta", "--until", "+1h", "--json"]
r21_df_midnight_today	["@time=2026-03-01 00:00:00", "@fx=basic", "defer", "proj-mta", "--until", "today", "--json"]
r21_df_late_yesterday	["@time=2026-03-01 00:00:01", "@fx=basic", "defer", "proj-mta", "--until", "yesterday"]
r21_df_nextweek_upper	["@time=2026-02-25 23:59:59", "@fx=basic", "defer", "proj-mta", "--until", "NEXTWEEK", "--json"]
r21_df_rfc_offset	["@fx=basic", "defer", "proj-mta", "--until", "2026-06-01T12:00:00+05:30", "--json"]
r21_df_rfc_lower_tz	["@fx=basic", "defer", "proj-mta", "--until", "2026-06-01t12:00:00z", "--json"]
r21_df_plus0m	["@fx=basic", "defer", "proj-mta", "--until", "+0m", "--json"]
r21_df_date_space_time	["@fx=basic", "defer", "proj-mta", "--until", "2026-06-01 12:00:00"]
r21_df_month_13	["@fx=basic", "defer", "proj-mta", "--until", "2026-13-01", "--json"]
r21_df_same_until_skip	["@fx=basic", "defer", "proj-7vm", "--until", "2027-06-01T09:00:00Z", "--json"]
r21_undf_after_gate	["@time=2027-07-01 00:00:00", "@fx=basic", "undefer", "proj-7vm", "--json"]
r21_ready_at_gate_exact	["@time=2027-06-01 09:00:00", "@fx=basic", "ready", "--json"]
r21_ready_just_before_gate	["@time=2027-06-01 08:59:59", "@fx=basic", "ready"]
r21_up_defer_leap	["@time=2028-02-29 10:00:00", "@fx=basic", "update", "proj-mta", "--defer", "+1d", "--due", "tomorrow", "--json"]
r21_so_tree_prio	["@fx=tree", "list", "--sort", "priority"]
r21_so_tree_prio_rev_json	["@fx=tree", "list", "--sort", "priority", "-r", "--json"]
r21_so_tree_title	["@fx=tree", "list", "--sort", "title", "--limit", "5"]
r21_so_tree_id_rev	["@fx=tree", "list", "--sort", "id", "--reverse"]
r21_so_tree_created	["@fx=tree", "list", "--sort", "created", "--json", "--limit", "4"]
r21_so_tree_ready_prio_json	["@fx=tree", "ready", "--sort", "priority", "--json", "--limit", "5"]
r21_so_tree_ready_hybrid	["@fx=tree", "ready", "--sort", "hybrid", "--limit", "6"]
r21_so_precision_updated_rev	["@fx=precision", "list", "--sort", "updated", "-r"]
r21_so_precision_ready_oldest_json	["@fx=precision", "ready", "--sort", "oldest", "--json"]
r21_so_due_list_due	["@fx=due", "list", "--sort", "due", "--all"]
r21_so_diamond_prio	["@fx=r12_diamond", "list", "--sort", "priority", "--reverse", "--json"]
r21_so_parents_ready_prio	["@fx=parents", "ready", "--sort", "priority"]
r21_so_status_sort	["@fx=basic", "list", "--sort", "status", "--all"]
r21_so_large_prio_offset	["@fx=large", "list", "--sort", "priority", "--offset", "500", "--json"]
r21_st_basic_early_time	["@time=2020-01-01 00:00:00", "@fx=basic", "stats", "--json"]
r21_st_basic_far_future	["@time=2099-12-31 23:59:59", "@fx=basic", "stats"]
r21_st_activity_hours1	["@fx=basic", "stats", "--activity-hours", "1", "--json"]
r21_st_activity_hours0	["@fx=basic", "stats", "--activity-hours", "0"]
r21_st_activity_hours_big	["@fx=precision", "stats", "--activity-hours", "100000", "--json"]
r21_st_timespell	["@fx=timespell", "stats", "--json"]
r21_st_micros_by	["@fx=micros", "stats", "--by-type", "--by-priority"]
r21_st_due_at_gate	["@time=2026-12-01 09:00:00", "@fx=due", "stats", "--json"]
r21_st_lead_subsecond	["@fx=lead_subsecond", "stats"]
r21_st_leap_activity	["@time=2028-02-29 00:00:00", "@fx=timeok", "stats", "--activity-hours", "24", "--json"]
r21_sh_nowrap_long	["@fx=long_texts", "show", "proj-a1", "--no-wrap"]
r21_sh_cols40	["@fx=long_texts", "@env=COLUMNS=40", "show", "proj-a1"]
r21_sh_cols0	["@fx=basic", "@env=COLUMNS=0", "show", "proj-ptp"]
r21_sh_cols_abc	["@fx=basic", "@env=COLUMNS=abc", "show", "proj-b75"]
r21_sh_cols200_wrap	["@fx=long_texts", "@env=COLUMNS=200", "show", "proj-a1", "--wrap"]
r21_sh_cols20_list	["@fx=basic", "@env=COLUMNS=20", "list"]
r21_sh_cols30_ready_wrap	["@fx=basic", "@env=COLUMNS=30", "ready", "--wrap"]
r21_sh_wrap_nowrap	["@fx=long_texts", "show", "proj-a1", "--wrap", "--no-wrap"]
r21_sh_unicode_desc_nowrap	["@fx=unicode_desc", "show", "proj-aaa", "--no-wrap"]
r21_sh_two_ids_nowrap	["@fx=basic", "show", "proj-ptp", "proj-170", "--no-wrap"]
r21_wv_where_json_quiet	["@fx=basic", "where", "--json", "-q"]
r21_wv_version_json_quiet	["version", "--json", "--quiet"]
r21_wv_version_none	["@fx=none", "version", "--json"]
r21_wv_where_extra	["@fx=basic", "where", "extra"]
r21_wv_version_extra	["version", "extra"]
r21_wv_where_robot	["@fx=basic", "where", "--robot"]
r21_wv_version_verbose	["version", "-vv"]
r21_u_create_tab_title	["@fx=basic", "create", "a\tb", "--json"]
r21_u_create_newline_title	["@fx=basic", "create", "line1\nline2"]
r21_u_create_cr_title	["@fx=basic", "create", "cr\rtitle", "--json"]
r21_u_create_emoji	["@fx=basic", "create", "🚀 launch 👩‍💻", "-l", "x"]
r21_u_create_zwj_rtl	["@fx=basic", "create", "​‮abc", "--json"]
r21_u_create_500_multibyte	["@fx=basic", "create", "éééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééé", "--json"]
r21_u_create_501_multibyte	["@fx=basic", "create", "ééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééééé"]
r21_u_create_del_char	["@fx=basic", "create", "del char", "--json"]
r21_u_label_unicode	["@fx=basic", "label", "add", "proj-mta", "-l", "café", "--json"]
r21_u_comment_crlf	["@fx=basic", "comments", "add", "proj-mta", "one\r\ntwo", "--json"]
r21_u_comment_emoji	["@fx=basic", "comments", "add", "proj-ptp", "✅ done 🎉"]
r21_u_search_quotes	["@fx=basic", "search", "“quotes”", "--json"]
r21_u_title_contains_ss	["@fx=unicode_desc", "list", "--title-contains", "SS"]
r21_u_update_title_combining	["@fx=basic", "update", "proj-mta", "--title", "éclair", "--json"]
r21_u_q_unicode	["@fx=basic", "q", "naïve", "café", "-l", "ok"]
r21_u_create_desc_ctrl_plain	["@fx=basic", "create", "t", "-d", "bell\u0007\u001b[31mred"]
r21_u_assignee_unicode	["@fx=basic", "update", "proj-mta", "--assignee", "Zoë", "--json"]
r21_u_list_assignee_upper	["@fx=basic", "list", "--assignee", "ALICE"]
where_beads_dir_double_slash	["@fx=basic", "@env=BEADS_DIR=/mnt/proj/.beads//", "where"]
where_beads_dir_dot_component	["@fx=basic", "@env=BEADS_DIR=/mnt/proj/./.beads", "where"]
where_beads_dir_trailing_dot	["@fx=basic", "@env=BEADS_DIR=/mnt/proj/.beads/.", "where", "--json"]
where_beads_dir_dot_relative	["@fx=basic", "@env=BEADS_DIR=./.beads", "where"]
where_beads_dir_relative_json	["@fx=basic", "@env=BEADS_DIR=.beads", "where", "--json"]
count_beads_dir_relative	["@fx=basic", "@env=BEADS_DIR=.beads", "count"]
error_beads_dir_dotdot_missing	["@fx=basic", "@env=BEADS_DIR=/mnt/proj/x/../.beads", "count"]
error_where_beads_dir_projroot	["@fx=basic", "@env=BEADS_DIR=/mnt/proj", "where"]
error_beads_dir_projroot_json	["@fx=basic", "@env=BEADS_DIR=/mnt/proj", "list", "--json"]
error_where_beads_dir_file	["@fx=basic", "@env=BEADS_DIR=/mnt/proj/.beads/issues.jsonl", "where"]
error_beads_dir_padded	["@fx=basic", "@env=BEADS_DIR= /mnt/proj/.beads ", "count"]
error_beads_dir_missing_parent	["@fx=basic", "@env=BEADS_DIR=/mnt/nope", "count", "--json"]
error_redirect_rel_beads_dir_count	["@fx=redirect_relative", "@env=BEADS_DIR=/mnt/proj/.beads", "count"]
error_update_claim_deferred_status_plain	["@fx=basic", "--actor", "amy", "update", "proj-7vm", "--status", "in_progress", "--claim"]
error_update_claim_closed_status_open	["@fx=basic", "update", "proj-mkh", "--status", "open", "--claim", "--json"]
error_update_tombstone_plain	["@fx=tomb_collide", "update", "proj-u5m", "-p", "1"]
update_set_labels_empty_add_plain	["@fx=basic", "update", "proj-b75", "--set-labels", "", "--add-label", "x"]
update_set_labels_remove_present	["@fx=basic", "update", "proj-mta", "--set-labels", "backend,db", "--remove-label", "db", "--json"]
update_set_labels_add_present	["@fx=basic", "update", "proj-mta", "--set-labels", "backend,db", "--add-label", "backend"]
error_update_session_before_context	["@fx=basic", "update", "proj-mta", "--session", "s1", "--agent-context", "ctx"]
error_update_context_after_ids	["@fx=basic", "update", "zzz", "--agent-context", "ctx"]
error_update_context_plain	["@fx=basic", "update", "proj-mta", "--agent-context", "ctx"]
close_suggest_diamond_plain	["@fx=r12_diamond", "close", "proj-a1", "--suggest-next"]
close_suggest_graph_json	["@time=2026-06-01 00:00:00", "@fx=graph", "close", "proj-tip", "--suggest-next", "--json"]
r22_h_help_dep	["help", "dep"]
r22_h_help_dep_add	["help", "dep", "add"]
r22_h_help_label_rename	["help", "label", "rename"]
r22_h_help_comments_add	["help", "comments", "add"]
r22_h_help_epic_ce	["help", "epic", "close-eligible"]
r22_h_dep_help	["dep", "help"]
r22_h_dep_help_add	["dep", "help", "add"]
r22_h_label_help_listall	["label", "help", "list-all"]
r22_h_epic_help_status	["epic", "help", "status"]
r22_h_comments_help	["comments", "help"]
r22_h_help_frob	["help", "frob"]
r22_h_help_list_extra	["help", "list", "extra"]
r22_h_help_help	["help", "help"]
r22_h_help_json	["help", "--json"]
r22_h_dep_help_frob	["dep", "help", "frob"]
r22_h_help_status_alias	["help", "status"]
r22_h_help_dep_rm	["help", "dep", "rm"]
r22_g_list_version	["@fx=basic", "list", "--version"]
r22_g_version_json_top	["--json", "version"]
r22_g_nocolor_count	["@fx=basic", "--no-color", "count"]
r22_g_many_globals	["@fx=basic", "--no-daemon", "--no-auto-flush", "--no-auto-import", "--allow-stale", "--lock-timeout", "5", "count", "--json"]
r22_g_lock_timeout_bad	["@fx=basic", "count", "--lock-timeout", "x"]
r22_g_db_eq	["@fx=basic", "list", "--db=/mnt/proj/.beads/beads.db", "--limit", "1"]
r22_g_actor_eq	["@fx=basic", "--actor=zed", "create", "A", "--json"]
r22_g_actor_twice	["@fx=basic", "--actor", "a", "create", "A", "--actor", "b"]
r22_g_quiet_twice	["@fx=basic", "-q", "count", "-q"]
r22_g_v_cluster_q	["@fx=basic", "-vq", "count"]
r22_g_qv_cluster	["@fx=basic", "count", "-qv"]
r22_g_short_p_eq	["@fx=basic", "list", "-p=1", "--json"]
r22_g_short_s_attached	["@fx=basic", "list", "-sclosed"]
r22_g_short_ar	["@fx=basic", "list", "-ar", "--limit", "2"]
r22_g_short_cluster_value_end	["@fx=basic", "list", "-rs", "open", "--limit", "2"]
r22_g_create_l_eq	["create", "X", "-l=a,b", "--json"]
r22_g_dashdash_create	["create", "--", "-weird title", "--json"]
r22_g_dashdash_q	["q", "--", "-p", "1"]
r22_g_list_dashdash_extra	["@fx=basic", "list", "--", "x"]
r22_g_json_after_dashdash	["@fx=basic", "show", "--", "proj-170", "--json"]
r22_g_limit_plus	["@fx=basic", "list", "--limit", "+1"]
r22_g_limit_neg	["@fx=basic", "list", "--limit", "-1"]
r22_g_offset_huge	["@fx=basic", "list", "--offset", "18446744073709551616"]
r22_g_prio_min_neg	["@fx=basic", "list", "--priority-min", "-1"]
r22_g_prio_max_eq_empty	["@fx=basic", "list", "--priority-max="]
r22_g_count_by_eq	["@fx=basic", "count", "--by=label"]
r22_g_count_by_twice	["@fx=basic", "count", "--by", "type", "--by", "status"]
r22_g_count_by_and_flag	["@fx=basic", "count", "--by", "type", "--by-status"]
r22_g_dep_dir_similar	["@fx=basic", "dep", "list", "proj-170", "--direction", "bot"]
r22_g_ready_sort_similar	["@fx=basic", "ready", "--sort", "olde"]
r22_g_show_format_bad	["@fx=basic", "show", "proj-170", "--format", "yaml"]
r22_g_ready_assignee_unassigned	["@fx=basic", "ready", "--assignee", "x", "--unassigned"]
r22_g_ready_parent_epic	["@fx=basic", "ready", "--parent", "proj-uly", "--epic", "proj-uly"]
r22_g_unknown_sub_similar	["lis"]
r22_g_unknown_sub_json	["--json", "frobnicate"]
r22_g_label_unknown_sub	["@fx=basic", "label", "ad", "proj-170", "x"]
r22_g_epic_unknown_sub	["@fx=basic", "epic", "stat"]
r22_g_comments_unknown_opt	["@fx=basic", "comments", "list", "proj-ptp", "--zz"]
r22_g_close_unknown_short	["@fx=basic", "close", "proj-mta", "-z"]
r22_g_list_unknown_after_bad	["@fx=basic", "list", "--limit", "x", "--zzz"]
r22_g_list_two_errors	["@fx=basic", "list", "--limit=x", "--zzz"]
r22_e_fmt_JSON_padded	["@fx=basic", "@env=BR_OUTPUT_FORMAT= JSON ", "count"]
r22_e_fmt_plain	["@fx=basic", "@env=BR_OUTPUT_FORMAT=plain", "count"]
r22_e_fmt_text_toon_json	["@fx=basic", "@env=BR_OUTPUT_FORMAT=text", "@env=TOON_DEFAULT_FORMAT=json", "count"]
r22_e_fmt_bogus_toon_json	["@fx=basic", "@env=BR_OUTPUT_FORMAT=bogus", "@env=TOON_DEFAULT_FORMAT=json", "count"]
r22_e_toon_default_json_list	["@fx=basic", "@env=TOON_DEFAULT_FORMAT=json", "list", "--limit", "1"]
r22_e_fmt_json_quiet	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "count", "--quiet"]
r22_e_fmt_json_create	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "create", "Env json"]
r22_e_fmt_json_close	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "close", "proj-mta"]
r22_e_fmt_json_update	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "update", "proj-mta", "-p", "3"]
r22_e_fmt_json_dep_add	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "dep", "add", "proj-5u2", "proj-mta"]
r22_e_fmt_json_label_add	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "label", "add", "proj-5u2", "docs"]
r22_e_fmt_json_comments_add	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "comments", "add", "proj-5u2", "hello"]
r22_e_fmt_json_show	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "show", "proj-170"]
r22_e_fmt_json_ready	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "ready"]
r22_e_fmt_json_blocked	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "blocked"]
r22_e_fmt_json_stats	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "stats"]
r22_e_fmt_json_dep_tree	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "dep", "tree", "proj-170"]
r22_e_fmt_json_dep_cycles	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "dep", "cycles"]
r22_e_fmt_json_epic_status	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "epic", "status"]
r22_e_fmt_json_search	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "search", "auth"]
r22_e_fmt_json_label_listall	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "label", "list-all"]
r22_e_fmt_json_version	["@env=BR_OUTPUT_FORMAT=json", "version"]
r22_e_fmt_json_defer	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "defer", "proj-5u2", "--until", "2027-01-01"]
r22_e_fmt_json_delete	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "delete", "proj-b75"]
r22_e_fmt_json_usage_err	["@env=BR_OUTPUT_FORMAT=json", "frobnicate"]
r22_e_fmt_json_validation	["@fx=basic", "@env=BR_OUTPUT_FORMAT=json", "create", ""]
r22_e_fmt_csv_count	["@fx=basic", "@env=BR_OUTPUT_FORMAT=csv", "count"]
r22_e_fmt_csv_search	["@fx=basic", "@env=BR_OUTPUT_FORMAT=csv", "search", "auth"]
r22_e_fmt_csv_ready	["@fx=basic", "@env=BR_OUTPUT_FORMAT=csv", "ready"]
r22_e_term_dumb	["@fx=basic", "@env=TERM=dumb", "list", "--limit", "2"]
r22_e_bd_actor_comment	["@fx=basic", "@env=BD_ACTOR=envbot", "comments", "add", "proj-mta", "hi", "--json"]
r22_e_beads_actor_comment	["@fx=basic", "@env=BEADS_ACTOR=beadsbot", "comments", "add", "proj-mta", "hi", "--json"]
r22_e_bd_blank_beads_actor	["@fx=basic", "@env=BD_ACTOR=  ", "@env=BEADS_ACTOR=b2", "comments", "add", "proj-mta", "hi", "--json"]
r22_e_actor_beats_bd_actor_comment	["@fx=basic", "@env=BD_ACTOR=envbot", "--actor", "flag", "comments", "add", "proj-mta", "hi", "--json"]
r22_e_bd_actor_create	["@fx=basic", "@env=BD_ACTOR=envbot", "create", "X", "--json"]
r22_e_beads_actor_create	["@fx=basic", "@env=BEADS_ACTOR=beadsbot", "create", "X", "--json"]
r22_e_bd_actor_dep_add	["@fx=basic", "@env=BD_ACTOR=envbot", "dep", "add", "proj-5u2", "proj-mta", "--json"]
r22_e_bd_actor_close	["@fx=basic", "@env=BD_ACTOR=envbot", "close", "proj-mta", "--json"]
r22_e_bd_actor_ready_assignee	["@fx=basic", "@env=BD_ACTOR=alice", "ready", "--assignee"]
r22_e_agent_env_create	["@fx=basic", "@env=BR_AGENT_NAME=ag", "@env=BR_HARNESS=h", "@env=BR_MODEL=m", "create", "X", "--json"]
r22_m_custom_update_title	["@fx=custom_status", "update", "proj-aaa", "--title", "renamed", "--json"]
r22_m_custom_close	["@fx=custom_status", "close", "proj-aaa"]
r22_m_custom_reopen	["@fx=custom_status", "reopen", "proj-aaa"]
r22_m_custom_defer	["@fx=custom_status", "defer", "proj-aaa", "--json"]
r22_m_custom_ready	["@fx=custom_status", "ready", "--json"]
r22_m_custom_count_by_status	["@fx=custom_status", "count", "--by", "status"]
r22_m_spell_close_done	["@fx=status_spellings", "close", "proj-aad"]
r22_m_spell_undefer	["@fx=status_spellings", "undefer", "proj-aaa"]
r22_m_spell_ready	["@fx=status_spellings", "ready"]
r22_m_spell_blocked	["@fx=status_spellings", "blocked", "--json"]
r22_m_template_update	["@fx=template", "update", "proj-aaa", "-p", "0", "--json"]
r22_m_template_close	["@fx=template", "close", "proj-aaa", "--json"]
r22_m_template_show	["@fx=template", "show", "proj-aaa"]
r22_m_template_dep_add	["@fx=template", "dep", "add", "proj-aab", "proj-aaa"]
r22_m_unicode_update_desc	["@fx=unicode_desc", "update", "proj-aab", "-d", "naïve café", "--json"]
r22_m_unicode_label	["@fx=unicode_desc", "label", "add", "proj-aaa", "büro"]
r22_m_empty_opt_close	["@fx=empty_optionals", "close", "proj-aaa", "--json"]
r22_m_empty_opt_assignee	["@fx=empty_optionals", "update", "proj-aaa", "--assignee", "x"]
r22_m_precision_close	["@fx=precision", "close", "proj-aac"]
r22_m_precision_comment	["@fx=precision", "comments", "add", "proj-aae", "note"]
r22_m_longtexts_close	["@fx=long_texts", "close", "proj-b1", "--json"]
r22_l_list_closed_limit	["@fx=large", "list", "--status", "closed", "--limit", "3"]
r22_l_list_assignee_json	["@fx=large", "list", "--assignee", "bob", "--limit", "2", "--json"]
r22_l_blocked_json_limit	["@fx=large", "blocked", "--limit", "2", "--json"]
r22_l_count_by_label	["@fx=large", "count", "--by", "label"]
r22_l_count_by_type_all	["@fx=large", "count", "--by", "type", "--include-closed"]
r22_l_search_x0	["@fx=large", "search", "Refactor", "--limit", "3"]
r22_l_list_ids	["@fx=large", "list", "--id", "proj-x000", "--id", "proj-x001", "--json"]
r22_l_list_prio_range	["@fx=large", "list", "--priority-min", "2", "--priority-max", "3", "--limit", "4"]
r22_l_ready_json_one	["@fx=large", "ready", "--json", "--limit", "1"]
